,date,city,city_ibge_code,epidemiological_week,estimated_population_2019,is_last,is_repeated,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,last_available_date,last_available_death_rate,last_available_deaths,order_for_place,place_type,state,new_confirmed,new_deaths,growth_rate,growth_accel,growth_accel_rate,growth_rate_NORM_(%),growth_accel_NORM_(%),growth_accel_rate_NORM_(%),LENTO,EXPONENCIAL,DESACELERACAO,ESTAVEL,LINEAR,CLASSIFICACAO
1085,2020-07-02,Mairinque,3528403,27,47150.0,False,True,143,303.28738,2020-07-01,0.0629,9,80,city,SP,0,0,2.8928000052777736,0.07384889307438891,-0.0051650620551998445,2.0229370666278137,0.051642582569502736,-0.0036119315071327586,0,1,0,0,0,EXPONENCIAL
1086,2020-07-02,Mongaguá,3531100,27,56702.0,False,True,148,261.01372000000003,2020-07-01,0.0338,5,80,city,SP,0,0,2.429847145690153,0.027614088449616752,-0.001738793360074078,1.641788611952806,0.01865816787136267,-0.001174860378428431,0,1,0,0,0,EXPONENCIAL
1087,2020-07-02,Nhandeara,3532603,27,11478.0,False,True,13,113.26015,2020-07-01,0.0,0,80,city,SP,0,0,0.20894348372513846,-0.0007452689093299704,-0.00047735526390950194,1.6072575671164497,-0.005732837764076695,-0.0036719635685346303,1,0,0,0,1,LENTO
1088,2020-07-02,Pilar do Sul,3537909,27,29185.0,False,True,57,195.30581,2020-07-01,0.0351,2,80,city,SP,0,0,1.1316361885784616,0.03216388933086226,-0.0010759409916295702,1.98532664662888,0.056427876019056605,-0.0018876157747887198,0,1,0,0,0,EXPONENCIAL
1089,2020-07-02,Pontal,3540200,27,49961.0,False,True,219,438.34191,2020-07-01,0.0457,10,80,city,SP,0,0,5.429619663285068,0.21367815159785292,-0.0002856865561682038,2.479278385061675,0.09756993223646251,-0.0001304504822685862,0,1,0,0,0,EXPONENCIAL
1090,2020-07-02,Rincão,3543709,27,10799.0,False,True,18,166.6821,2020-07-01,0.0556,1,80,city,SP,0,0,0.290265988904991,0.0021871566498148113,-0.0004214286752083821,1.61258882724995,0.012150870276748951,-0.0023412704178243453,1,1,0,0,0,LENTO
1091,2020-07-02,Várzea Paulista,3556503,27,121838.0,False,True,449,368.52214,2020-07-01,0.069,31,80,city,SP,0,0,8.359974548679201,0.12713200601871488,-0.009196439137231427,1.8619096990376838,0.028314477955170354,-0.0020482047076239257,0,1,0,0,0,EXPONENCIAL
1092,2020-07-02,Boca da Mata,2701001,27,27281.0,False,True,489,1792.4562899999999,2020-07-01,0.0184,9,79,city,AL,0,0,10.34378766551022,0.14701951525200463,-0.021049870238722665,2.115294001126834,0.030065340542332238,-0.0043046769404340825,0,1,0,0,0,EXPONENCIAL
1093,2020-07-02,Rio Largo,2707701,27,75120.0,False,True,732,974.4408900000001,2020-07-01,0.055999999999999994,41,79,city,AL,0,0,13.125333547601887,0.02031206735217567,-0.031626159102777864,1.7930783534975256,0.002774872589095037,-0.004320513538630856,0,0,0,0,1,LINEAR
1094,2020-07-02,Laranjal do Jari,1600279,27,50410.0,False,True,2920,5792.50149,2020-07-01,0.0137,40,79,city,AP,0,0,43.50150085430854,-0.2531401582039389,-0.019316149270001748,1.4897774265174157,-0.008669183500134894,-0.0006615119613014297,0,0,0,0,1,LINEAR
